loss,kl,elbo,acc
2.521745443344116,0.2769686281681061,2.521745443344116,3.125
2.489318370819092,0.27843019366264343,2.489318370819092,2.916666679084301
2.4692912101745605,0.28968119621276855,2.4692912101745605,6.25
2.424443483352661,0.3013913333415985,2.424443483352661,13.124999403953552
2.3922853469848633,0.31443339586257935,2.3922853469848633,20.000000298023224
2.3400955200195312,0.32875654101371765,2.3400955200195312,19.79166716337204
2.3065829277038574,0.34474116563796997,2.3065829277038574,18.333333730697632
2.3296051025390625,0.36088669300079346,2.3296051025390625,18.958333134651184
2.2625186443328857,0.37584444880485535,2.2625186443328857,18.541666865348816
2.283247232437134,0.38905203342437744,2.283247232437134,16.458334028720856
2.2119669914245605,0.40238308906555176,2.2119669914245605,17.70833283662796
2.225334882736206,0.4184706509113312,2.225334882736206,18.333333730697632
2.3139142990112305,0.436284601688385,2.3139142990112305,20.000000298023224
2.2312469482421875,0.45239418745040894,2.2312469482421875,20.000000298023224
2.277214765548706,0.4650566875934601,2.277214765548706,19.166666269302368
2.149183511734009,0.47249844670295715,2.149183511734009,20.416666567325592
2.165388584136963,0.48023003339767456,2.165388584136963,22.499999403953552
2.2696807384490967,0.4872683882713318,2.2696807384490967,23.541666567325592
2.1783037185668945,0.49163568019866943,2.1783037185668945,24.791666865348816
2.2240092754364014,0.49577242136001587,2.2240092754364014,29.79166805744171
2.0833964347839355,0.4959086775779724,2.0833964347839355,32.91666805744171
2.0991053581237793,0.4997164011001587,2.0991053581237793,35.83333194255829
2.1973671913146973,0.5064289569854736,2.1973671913146973,35.83333194255829
2.0975687503814697,0.5113999247550964,2.0975687503814697,36.250001192092896
2.1403989791870117,0.515477180480957,2.1403989791870117,33.95833373069763
2.1257147789001465,0.5155013799667358,2.1257147789001465,33.125001192092896
2.1342010498046875,0.5125707387924194,2.1342010498046875,33.33333432674408
2.207491159439087,0.5042157769203186,2.207491159439087,35.624998807907104
2.121018409729004,0.4940173625946045,2.121018409729004,35.624998807907104
2.1657462120056152,0.4824153780937195,2.1657462120056152,34.166666865348816
2.0636727809906006,0.4673597812652588,2.0636727809906006,35.624998807907104
2.0525708198547363,0.45346271991729736,2.0525708198547363,36.250001192092896
2.090989351272583,0.4507001042366028,2.090989351272583,36.04166805744171
2.029466390609741,0.46252700686454773,2.029466390609741,34.375
2.07755708694458,0.48135101795196533,2.07755708694458,33.33333432674408
2.0204851627349854,0.5099443197250366,2.0204851627349854,32.91666805744171
2.000361442565918,0.5507934093475342,2.000361442565918,33.33333432674408
2.0124804973602295,0.6235278844833374,2.0124804973602295,32.91666805744171
1.9641036987304688,0.7400763630867004,1.9641036987304688,33.33333432674408
2.014918804168701,0.910423219203949,2.014918804168701,32.083332538604736
1.9176660776138306,1.0992990732192993,1.9176660776138306,33.125001192092896
1.8908748626708984,1.184548020362854,1.8908748626708984,33.125001192092896
1.881232500076294,1.141377568244934,1.881232500076294,36.04166805744171
1.8410409688949585,1.0490857362747192,1.8410409688949585,36.87500059604645
1.8735414743423462,0.9838610291481018,1.8735414743423462,35.208332538604736
1.9283415079116821,1.0808889865875244,1.9283415079116821,33.95833373069763
1.8929404020309448,1.1465717554092407,1.8929404020309448,38.54166567325592
1.8894627094268799,1.131260871887207,1.8894627094268799,37.291666865348816
1.8524593114852905,1.1169480085372925,1.8524593114852905,39.16666805744171
1.8769376277923584,1.0932281017303467,1.8769376277923584,39.791667461395264
1.8602181673049927,1.1986910104751587,1.8602181673049927,39.58333432674408
1.8182828426361084,1.2158046960830688,1.8182828426361084,39.791667461395264
1.8142532110214233,1.2588720321655273,1.8142532110214233,44.37499940395355
1.7683849334716797,1.2450330257415771,1.7683849334716797,39.791667461395264
1.7816535234451294,1.1999417543411255,1.7816535234451294,37.08333373069763
1.8153153657913208,1.3471437692642212,1.8153153657913208,36.87500059604645
1.7771384716033936,1.5576837062835693,1.7771384716033936,38.333332538604736
1.7799111604690552,2.011087656021118,1.7799111604690552,37.08333373069763
1.7247065305709839,1.9693013429641724,1.7247065305709839,39.791667461395264
1.7294472455978394,1.971313238143921,1.7294472455978394,39.16666805744171
1.727868914604187,2.0711913108825684,1.727868914604187,27.08333432674408
1.6877398490905762,1.894472360610962,1.6877398490905762,33.33333432674408
1.6837197542190552,1.8178019523620605,1.6837197542190552,34.375
1.6147798299789429,1.9910310506820679,1.6147798299789429,45.625001192092896
1.5961368083953857,2.2253034114837646,1.5961368083953857,43.541666865348816
1.7374461889266968,2.392402410507202,1.7374461889266968,36.87500059604645
1.6937655210494995,2.2598319053649902,1.6937655210494995,42.916667461395264
1.7022486925125122,2.1484310626983643,1.7022486925125122,43.33333373069763
1.6300784349441528,2.281845808029175,1.6300784349441528,43.33333373069763
1.6010475158691406,2.400409460067749,1.6010475158691406,42.500001192092896
1.683887243270874,2.777272939682007,1.683887243270874,41.458332538604736
1.6354811191558838,2.2332653999328613,1.6354811191558838,43.33333373069763
1.6570032835006714,1.8002510070800781,1.6570032835006714,43.33333373069763
1.5874537229537964,1.5891921520233154,1.5874537229537964,43.33333373069763
1.5514031648635864,1.3952065706253052,1.5514031648635864,42.500001192092896
1.635162353515625,1.2681269645690918,1.635162353515625,43.33333373069763
1.6031584739685059,1.268455982208252,1.6031584739685059,60.41666865348816
1.6197571754455566,1.1681969165802002,1.6197571754455566,60.00000238418579
1.5521644353866577,1.1410843133926392,1.5521644353866577,61.666667461395264
1.5086373090744019,1.094548225402832,1.5086373090744019,64.99999761581421
1.796582579612732,1.3415426015853882,1.796582579612732,40.00000059604645
1.7590750455856323,1.31649911403656,1.7590750455856323,41.66666567325592
1.7844923734664917,1.3127901554107666,1.7844923734664917,40.00000059604645
1.7222483158111572,1.3469974994659424,1.7222483158111572,41.66666567325592
1.6782877445220947,1.3665733337402344,1.6782877445220947,44.999998807907104
1.8111156225204468,1.4716311693191528,1.8111156225204468,40.00000059604645
1.7677321434020996,1.7586510181427002,1.7677321434020996,41.66666567325592
1.7875936031341553,1.9938151836395264,1.7875936031341553,40.00000059604645
1.7190817594528198,1.9734083414077759,1.7190817594528198,41.66666567325592
1.6780072450637817,1.808241605758667,1.6780072450637817,44.999998807907104
1.7468987703323364,1.7671079635620117,1.7468987703323364,40.00000059604645
1.7177939414978027,1.8874359130859375,1.7177939414978027,41.66666567325592
1.7407934665679932,2.016526460647583,1.7407934665679932,40.00000059604645
1.6881190538406372,2.150782346725464,1.6881190538406372,41.66666567325592
1.6601977348327637,2.0744171142578125,1.6601977348327637,44.999998807907104
1.7003109455108643,1.8392282724380493,1.7003109455108643,40.00000059604645
1.6809985637664795,1.865046501159668,1.6809985637664795,41.66666567325592
1.708196759223938,1.8497763872146606,1.708196759223938,40.00000059604645
